Username,Ranking,Reputation,All_Solved,Easy_Solved,Medium_Solved,Hard_Solved
xiaohuajiao123,3232092,0,28,17,11,0
dacdodinh99,514936,0,263,82,131,50
max_li,1531227,1,91,31,53,7
contest999,328657,0,357,81,192,84
addepalli_bhavana,140350,0,558,149,309,100
NirbhayPaliwal,421695,0,304,67,151,86
chainrul,583644,0,239,51,133,55
codeforcesuser,138362,199,561,179,291,91
Kude,53300,0,811,204,403,204
coding_lord,1095089,0,135,39,67,29
readyToStrike,548358,15,251,26,109,116
bbfce,1412054,0,101,66,35,0
Kevin_Pan,1929,18,1973,454,1148,371
wcq_txdy,761833,0,192,75,97,20
swwwwang,5000001,0,9,8,1,0
roma95,20339,0,1090,293,573,224
aka09,5000001,0,0,0,0,0
songhayoungKR0_0,508800,0,266,66,140,60
mangoqwq,1132667,0,130,35,64,31
zrts,383521,0,323,32,174,117
namasikanam,1973112,0,64,14,33,17
HFDnpkp1cs,223555,19,445,83,236,126
meraki1990,5000001,0,1,1,0,0
lalalacute,2242690,0,53,14,27,12
AzzerAce,1042886,0,142,75,65,2
wengh,29456,11,980,236,518,226
shashank_p,1839384,0,71,42,29,0
d--,2737155,0,38,13,12,13
ll612,644085,0,221,73,137,11
chandilier,2015608,0,62,10,37,15
alexxx85,5000001,0,0,0,0,0
polpolpol,25261,0,1021,278,566,177
idontreallyknow,131359,6,574,148,294,132
alkonaesc,1088,-7,2274,714,1222,338
thor_77,2864286,0,36,8,19,9
u_noob_i,45725,0,853,219,476,158
Sandeep_P,1733,179,2027,560,1009,458
yottacto,213754,0,455,56,237,162
MLEAutomaton,1137119,0,130,33,65,32
ujaitley,439607,0,295,88,165,42
DylanSmith,760,293,2474,640,1282,552
Ganeshwala,5000001,0,1,1,0,0
ParthIsLit,178337,0,500,115,286,99
adhishkancharla,59990,0,778,204,456,118
Sanath_Kulla,96471,9,653,175,329,149
ray_striker,4750,245,1585,384,890,311
lihuoran,91,28,3410,766,1811,833
fmota,484689,6,275,68,135,72
xuejiay,681903,0,211,53,132,26
balthazarely,5000001,0,0,0,0,0
ryandgoldenberg1,42402,6,874,95,282,497
huetr,1145817,3,129,24,68,37
ykx_akks,124371,23,588,169,288,131
editsqwe4581,5000001,0,1,1,0,0
pandaforever,849375,0,174,43,81,50
USYDLDH,271725,0,400,116,207,77
jwpassion1,214437,1,455,108,271,76
neww,5000001,0,8,2,5,1
NO_COMPETITON,30599,2,969,191,527,251
littlefriend1995,1323126,2,109,20,34,55
wyjsdpku,19548,0,1103,272,584,247
ywj568-en,11002,0,1287,309,610,368
Dipakantaria,5000001,0,0,0,0,0
Rishab01,5151,14,1554,288,801,465
constroy,468672,16,282,75,156,51
xiaowuc1,267458,0,403,126,195,82
zhoupeiyun,3174389,0,29,19,10,0
concl,5941,7,1501,387,834,280
chaileyi,5000001,0,0,0,0,0
Harsh2615,2819537,0,37,8,21,8
justdoit2,990225,0,150,38,77,35
braindroid,816,108,2441,655,1311,475
c0wthecow,1215331,0,121,29,65,27
Aquanox,1617227,9,85,20,39,26
tohir,5000001,0,3,2,1,0
Nahin_Imtiaz,4228631,0,16,1,14,1
xl2411,5000001,0,0,0,0,0
Woodside,1861250,0,70,35,29,6
mishaga,1304133,0,111,60,47,4
srikkanthr,6891,0,1448,362,722,364
Pooja_vish,5000001,0,4,3,1,0
fli,151017,0,539,136,314,89
qeetcode,9559,647,1335,403,653,279
krishnag89,5000001,0,3,2,1,0
Nis_Han,758347,10,193,52,100,41
2017816820,5000001,0,0,0,0,0
ayuchitsaluja8,40890,8,884,178,490,216
Berimbol0,2587984,0,42,26,15,1
Chris_ho,560,0,2632,763,1664,205
Shandse40,5000001,0,0,0,0,0
lwm7708,1384873,0,104,22,50,32
ernestlu,682028,0,211,48,92,71
_chemthan,1788829,0,74,8,15,51
lz2657,1834,15,2000,502,1116,382
alxwen711,75528,8,717,364,296,57
Carefreejs,2082744,0,59,25,31,3
QuantumCoder404,2248455,0,53,14,28,11
dollbi5,5000001,0,0,0,0,0
Jaguarboy,5000001,0,0,0,0,0
kzyKT,5555,0,1526,400,791,335
hurshrao,986381,2,151,62,75,14
Harsh1610,37084,0,913,153,494,266
psdimov,3815503,0,20,15,4,1
jonathanirvings,135633,24,566,142,284,140
t38178,176730,636,502,118,268,116
yuntianzhou,12299,10,1251,301,616,334
washlong,5000001,0,0,0,0,0
user4287b,5000001,0,1,0,0,1
WINGU0,1232930,0,119,38,59,22
sashabol,5000001,0,3,1,1,1
wwwwodddd,1464,0,2111,683,1119,309
deadRabbit,14992,23,1185,292,616,277
pjincz,14829,139,1188,283,659,246
ttzztztz,4286,211,1624,351,905,368
prem__,32774,0,949,262,525,162
diptyadeep,5000001,0,7,3,3,1
dasarisrinivas,113852,46,611,183,312,116
TheWander,5000001,0,3,1,2,0
kostyachzhan,5000001,0,0,0,0,0
cuongdq,5000001,0,0,0,0,0
khaledlabeb552,75919,3,716,221,377,118
sunnyrawat,13303,5,1224,336,669,219
Maango16,59831,2084,779,252,419,108
neverbackdown,15773,14,1169,259,581,329
_kevinyang,71631,1,731,162,358,211
turneja,149990,0,541,83,224,234
souravlaira,5000001,0,0,0,0,0
djain26,5000001,0,0,0,0,0
elusadega,5000001,0,0,0,0,0
baotyphu,169813,0,511,168,323,20
mxlmengxiangling,941322,0,157,101,54,2
emthrm,61641,0,771,197,379,195
CAEL0,4046,0,1645,547,818,280
BhumikaDudhat,623714,1,227,171,50,6
Silken,10371,13,1306,312,715,279
divyanshpokharna,6454,0,1473,369,841,263
tinylic,11367,9,1276,316,703,257
arhamsjc,306559,16,372,110,183,79
MisterSoandSo,2964046,0,33,11,17,5
user7269F,2660932,0,40,10,23,7
ct1993ustc,5000001,0,6,0,4,2
retired_kid,286050,0,388,89,209,90
Ar_pa,1837390,1,71,16,41,14
georgiaaa,825375,0,179,38,87,54
fugally787,8431,7,1378,307,701,370
dong_liu,793609,0,185,39,94,52
RakheeSingh,5000001,0,6,6,0,0
icoder178,2893722,0,35,8,17,10
knight_,5000001,0,8,8,0,0
leetcodedocteel,162922,0,521,128,260,133
Denzed,6771,0,1455,346,809,300
mhlangazodwa1914,5000001,0,0,0,0,0
thenymphsofdelphi,822103,0,179,51,87,41
blastfox,5000001,0,0,0,0,0
hieuminh.hoang,5000001,0,1,0,1,0
wh_springer,3061408,0,31,7,19,5
404akhan,75440,141,714,85,167,462
siddhraman,5000001,0,0,0,0,0
usephysics,2991,213,1748,526,970,252
HackedAgain,51014,181,823,204,452,167
Wasiim03,5000001,0,0,0,0,0
lemanh1011,5000001,0,2,1,1,0
SatBan,3371316,0,26,24,2,0
prasanjeet1720,3376418,0,26,17,8,1
plyusnovdmitrii,703850,36,206,56,112,38
tmwilliamlin168,693409,259,208,61,108,39
dreambbs1101,1640596,0,83,56,24,3
zhangyu,5000001,0,0,0,0,0
Leofu,3879,68,1661,416,765,480
mk01,1294662,0,112,61,51,0
windyxiao,5000001,0,0,0,0,0
lnsuyn,841096,0,175,31,100,44
user8991p,2747647,0,38,27,11,0
honghongdepengpeng,65086,0,756,157,406,193
hkwu6013,1725,148,2028,489,1128,411
jevancc,2707,0,1809,432,1071,306
JhoZzel,443082,2,294,60,155,79
udhavvarma1,1257173,0,116,24,65,27
myxomatosis21,5000001,0,0,0,0,0
Naruto_x,41,0,3734,909,1941,884
trantai,12401,20,1248,249,672,327
dark_knight_2103,9957,16,1321,248,752,321
AntonBorzenko,1833,178,2000,525,1095,380
ununoctium87,1751372,0,76,38,34,4
jerry_dbc,5000001,0,0,0,0,0
cyan,4214741,0,16,4,10,2
lympanda,62474,17,767,178,386,203
_lls,35605,4,925,167,461,297
taizy,2820599,0,36,10,19,7
xinyan9712,5000001,0,1,1,0,0
autumn_eel,1313037,0,110,26,63,21
Meghana2503,2450900,0,46,29,16,1
SagnikBiswas1049,487221,19,274,57,159,58
satyajeetramnit2708,645427,10,221,125,81,15
CherryPan,4609173,0,13,11,2,0
charliesong12,5000001,0,0,0,0,0
When_Brain_Ded,1327747,0,109,23,54,32
skyinde2,94300,0,658,102,240,316
Adarshraj,846513,0,174,91,80,3
vhair,5000001,0,0,0,0,0
anotherclone,428929,9,300,73,174,53
sarthakkale,5000001,0,2,2,0,0
lbjlc,6181,86,1487,362,782,343
bucker,4607166,0,13,9,4,0
techdudes87,2393997,0,48,14,33,1
smeliot,3814776,0,20,9,11,0
RayHongZ,9528,2,1336,297,754,285
sawai31,5000001,0,0,0,0,0
stany,911446,0,162,29,127,6
Frucek,3675873,0,22,22,0,0
Andycipation,1063341,0,139,33,74,32
veraci2,1772223,0,75,21,38,16
youarecrazy,2258224,0,52,32,19,1
MickyOr,1992073,0,63,13,27,23
cool88013046,5000001,0,0,0,0,0
Allink,5000001,0,0,0,0,0
hamayanhamayan,801924,0,183,42,100,41
Haksell,359725,10,337,142,149,46
quocdatmc,404729,0,312,83,163,66
c337134154,50431,1,826,261,437,128
Kingslayer7,1135000,5,130,44,65,21
humflelump,2815,377,1789,458,966,365
mohfadhil,5000001,0,1,1,0,0
vin2215,122177,0,593,232,323,38
dongdozizi,1287079,0,113,25,51,37
voidmaina,52641,7,814,222,415,177
xywang0520,3339,76,1716,375,947,394
iMingle,5000001,0,2,1,1,0
__gyrFalcon__,213145,12,456,77,142,237
natsugiri,24797,0,1031,258,528,245
mmdev2006,870098,0,170,91,60,19
BChowy,5000001,0,3,2,1,0
fplk0,156640,0,531,132,301,98
etnevel,5000001,0,5,5,0,0
Ammar1510,277401,0,395,109,204,82
layor,61994,2,769,147,332,290
manohar.morthala,5000001,0,0,0,0,0
anjutayde,5000001,0,0,0,0,0
lxylxy123456,71920,76,730,207,390,133
mywaythere,633598,0,224,37,144,43
the_wiz,368526,0,332,141,128,63
fsshakkhor,336475,0,351,84,197,70
getnaukri,5000001,0,0,0,0,0
shivam3412,4272932,0,16,4,8,4
tianqi_victory2,5000001,0,1,1,0,0
OmAmar,2716,71,1809,482,929,398
Dengse2,5000001,0,0,0,0,0
HashCavalier,38396,0,903,210,485,208
user7086bI,5000001,0,1,0,1,0
fjzzq2002,624698,0,227,111,87,29
tabr,271475,0,400,121,192,87
n3_,185063,10,490,159,258,73
faustaadp,679003,0,212,128,58,26
red404,5000001,0,1,1,0,0
AlexRoma,5000001,0,0,0,0,0
loopool,2868752,0,35,26,9,0
stud30821,5000001,0,4,0,4,0
sangeetaJain,5000001,0,0,0,0,0
ahmed007boss,5000001,0,0,0,0,0
queerAsfolk,5000001,0,0,0,0,0
davidxl7,237787,0,430,142,218,70
raziakhalidbutt,5000001,0,3,3,0,0
mattrl,64127,0,760,231,412,117
cindy106206303403505605,5000001,0,0,0,0,0
varshithchilukuri,1033457,0,144,45,81,18
bozh2345,5648,0,1520,383,794,343
waakaaka,779244,0,188,52,97,39
shiomusubi496,775713,0,189,71,88,30
codemayank,2289384,0,51,32,18,1
chh9976,810206,0,182,42,90,50
TushaarDTU,3065,50,1750,310,1053,387
wen1234,5000001,0,0,0,0,0
Rodrox21,5000001,0,1,1,0,0
awang11,537551,0,255,50,117,88
alexandertar,810941,0,181,64,99,18
yc-li,342403,0,348,63,165,120
jknb,2553153,0,43,23,20,0
zheng131,1272951,18,114,37,59,18
viralvixenmarketing,5000001,0,0,0,0,0
bookya,5000001,0,6,4,2,0
erel3,29635,0,978,278,524,176
kretash,1958,406,1966,607,1097,262
premranjan,5000001,0,0,0,0,0
0w1,5144,0,1553,463,762,328
Citypop,315,45,2921,697,1549,675
sslkm13,5000001,0,9,5,3,1
Shivani_09,5000001,0,3,3,0,0
piyifan,68646,0,742,243,381,118
not_divyansh,1112550,0,133,34,69,30
Parv-Gupta,5000001,0,0,0,0,0
lucasschnee,502,280,2679,664,1432,583
user8450y,5000001,0,0,0,0,0
hitonanode,200052,16,471,115,250,106
BoLuoJie,2143,186,1923,648,924,351
wasayy_k,5000001,0,1,1,0,0
tushargupta11,1939470,0,66,48,16,2
luo122174088,18328,111,1123,222,647,254
dedgar,2388161,0,48,38,10,0
nicholasondurby,388130,20,321,190,102,29
andrewtam360,1038555,0,143,44,73,26
Swetha1805,5000001,0,0,0,0,0
okaduki,195052,0,477,119,259,99
minjugg,5000001,0,0,0,0,0
kuanc,5805,197,1510,514,812,184
bucketpotato,1265403,0,115,30,58,27
0sc0,5000001,0,1,1,0,0
SIVARJUN,5000001,0,9,9,0,0
w0ww,2949,0,1767,462,921,384
bipinpathak,167016,2,515,143,312,60
dhruti96shah,1049006,0,141,38,87,16
TristinH,541792,2,253,103,137,13
pichulia,912812,0,162,42,89,31
Aging,45499,5,854,231,466,157
ViniciusGularte,5000001,0,0,0,0,0
eyelexv,2794192,0,37,34,3,0
Farhan20,25091,0,1028,300,551,177
kainaninthebuilding,1583931,0,87,17,53,17
kishanbhut,5000001,0,0,0,0,0
rfpermen,4952,40,1569,383,861,325
chendali199606,544978,0,252,72,142,38
satisho_jod,1797285,0,74,17,37,20
ahmedefendi735,2940174,0,34,9,16,9
NikolajGronvold,1748584,23,77,21,42,14
Ootori,2600,69,1830,457,983,390
VerilogMenace,1909162,20,68,13,31,24
Yawn_Sean,20886,851,1082,241,599,242
kirika-comp,748287,0,195,48,98,49
Errichto,619830,746,228,64,120,44
r07922080,34378,0,935,225,519,191
shi_logic,338538,6,350,53,148,149
escottrose01,142254,0,554,167,298,89
pseudosodium,161573,0,523,163,267,93
lhh1991117,5054,0,1561,373,890,298
0suoicsnocbus,115265,7,608,124,361,123
code_eraser,739507,0,198,76,94,28
JDEP,50620,0,825,160,429,236
triggerxcpp,2203079,0,55,22,21,12
deepanshuchaudhary55,807533,4,182,67,97,18
2010wendian,496449,0,270,70,154,46
thanhdat1320,5000001,0,0,0,0,0
neal_wu,542057,0,253,60,141,52
karate,1733384,0,77,45,28,4
MichaelTrip,5000001,0,0,0,0,0
bonilha,2250,0,1900,711,935,254
HeavenWatcher,38854,10,899,166,470,263
rmk7382,3588496,0,23,20,2,1
user9218i,11170,5,1282,302,692,288
dreamoon,284235,0,389,93,200,96
wutwere,620280,0,228,43,134,51
dd2307,70638,0,735,201,402,132
vlyamtsev,4220413,0,16,13,3,0
rarelytested,431415,0,299,55,141,103
l8huang,1411736,0,101,58,42,1
huntersjm,9440,5,1339,371,774,194
willwang-io,284088,0,390,163,172,55
python_champ123,1670,538,2043,533,941,569
lovelydays95,113,39,3236,615,1799,822
LyuYongzheng,5000001,0,0,0,0,0
earthfront,5000001,0,0,0,0,0
Atma_,6963,314,1445,389,777,279
nikhilxp,2425695,0,47,24,21,2
liming-v,4104988,0,17,4,11,2
LayCurse,12595,0,1242,313,606,323
ConnectedPuddle,99984,30,644,150,378,116
satyamkrishna,1398845,0,102,66,34,2
owen2,3358,22,1714,379,913,422
hikaru__,17166,8,1143,326,671,146
Lawtech,1027598,0,144,58,80,6
aktgb_31,81364,16,697,168,392,137
shubhamgoel879,879360,3,168,65,92,11
numb3r5,1480,670,2107,551,1115,441
bilyhurington,755138,0,194,47,100,47
邱震尧,2913542,0,34,29,4,1
hanifasepthi,29628,73,977,216,363,398
shojin_pro,448778,3,291,116,133,42
Andimeo,791,35,2455,634,1236,585
eshan1809,5732,101,1515,469,819,227
athensclub,6054,0,1496,448,836,212
PurpleCrayon,50609,16,825,215,416,194
sophy83167,5000001,0,10,9,1,0
Nirav5502,5000001,0,0,0,0,0
liao119,854,214,2417,621,1328,468
anti_007,5000001,0,6,4,2,0
SilverNarcissus,2411,5,1863,433,1022,408
Amberz,5000001,0,0,0,0,0
SkinnySnakeLimb,4310,121,1622,410,873,339
hankray,5000001,0,0,0,0,0
Heidi_,5000001,0,0,0,0,0
igorlifar,235749,0,432,140,191,101
skpeng,4923909,0,11,10,1,0
quantuminfo,11801,699,1264,258,687,319
rapel,231556,0,436,136,211,89
SamMos,1280,60,2191,494,1223,474
XxFALCONxX,641430,32,222,63,133,26
doc967,5000001,0,3,3,0,0
HazemAllaham,5000001,0,5,4,1,0
powervic08,126911,0,583,360,170,53
qbkivlin,5000001,0,10,9,1,0
Jungyhuk,5000001,0,0,0,0,0
bharatkhanna1995,565948,0,245,55,140,50
andyzhaoxs,117109,22,602,159,318,125
jfantasy90,23556,0,1046,208,554,284
dnialh,585089,0,239,63,119,57
tarek,2656973,0,40,27,13,0
brianarmstrong9018,5000001,0,0,0,0,0
traumatized,56869,79,793,203,433,157
mban259,1293137,0,112,32,57,23
CoderCqb,5000001,0,0,0,0,0
danielvaughan,5000001,0,0,0,0,0
smarty92,5000001,0,2,1,1,0
LaserShoot,5000001,0,1,1,0,0
parallel_stream,49116,9,833,238,449,146
dsjong,512945,0,264,61,135,68
suyayya,5000001,0,0,0,0,0
w_zhang,374353,0,329,80,151,98
HDSpray,101099,2,641,172,371,98
udaykahar29,1498085,0,94,51,42,1
cleave_purple,8295,7,1383,218,711,454
pushapdeep,443771,0,293,101,169,23
HaveFun2018,5000001,0,9,4,3,2
ChangeofPace,888008,0,167,21,100,46
that_panda,498617,393,270,105,131,34
alanlzl,10150,2922,1313,365,687,261
penguinhacker,86656,0,680,192,350,138
TheCleanser,28548,6,990,291,558,141
sashulya,381730,0,324,64,197,63
tyagsa,135640,27,566,130,298,138
Poojash18,5000001,0,1,1,0,0
bhawnapannu2706,426324,-5,302,28,95,179
nafiz457,3809806,0,21,4,12,5
yaketake08,1784817,0,74,19,43,12
StackOverflowAutomaton,1846457,0,71,18,37,16
jeromewell,5000001,0,0,0,0,0
lkvlkvlkv,2503,23,1847,460,1005,382
youtube_aryanc403,758045,10,193,62,84,47
wjli,85,16,3446,857,1841,748
leest1,4610241,0,13,12,1,0
lol0lol,1085,0,2274,578,1343,353
WeakBoy,90159,2,670,138,385,147
cthbst,169642,0,511,115,245,151
sarahw607,5000001,0,0,0,0,0
MichaelPengDeveloper,5000001,0,0,0,0,0
ebug81,5000001,0,6,4,2,0
neuq_3,5000001,0,2,1,1,0
fdironia,654919,0,218,65,113,40
chubbyseal,576402,0,242,58,126,58
Remineva,1125,78,2258,575,1190,493
kim_123,44552,29,860,206,463,191
vmb,744682,6,196,47,128,21
puktt,5066,12,1560,440,826,294
sas4eka,211071,0,458,102,273,83
flashmt,345700,4,345,86,165,94
FromDihPout,27026,258,1006,259,576,171
oskar1293,2084552,0,59,33,24,2
cookie0204,2084941,0,59,50,9,0
aaron_cqzhang,1122,7,2260,584,1269,407
ukaguf,274130,0,398,97,214,87
saurav_m1,1798569,0,74,12,39,23
klion26,855971,1,172,52,106,14
Andwerp,57862,0,788,190,434,164
9ishak6,5000001,0,0,0,0,0
GopalKalsiya,21351,0,1076,349,568,159
user1048Z,5000001,0,4,3,1,0
TacoShiba,2566655,0,43,13,22,8
user7579TT,1938276,0,66,46,20,0
Mohil09,38081,0,905,204,524,177
zeusmx,1912264,0,67,23,35,9
EgorLifar,4153144,0,17,4,7,6
satanic0258,1124188,1,131,33,72,26
vrintle,317764,306,364,93,177,94
nosrpku,315926,0,365,84,210,71
sshang,1630,1,2054,462,1080,512
aging_taoran,490377,0,273,63,154,56
kvavveti,689587,0,209,50,150,9
pathetic-dog,2839774,0,36,9,18,9
lsmll,85090,0,685,140,407,138
dasha2002,331768,0,354,80,214,60
okjustgo,4007827,0,18,11,7,0
shuoxuanli,90216,55,670,154,349,167
qamarshams141,5000001,0,0,0,0,0
HSB1107,30716,0,968,232,583,153
erdenebulgan,5000001,0,0,0,0,0
TKTYI,1189371,0,124,24,62,38
sudheerganta,5000001,0,1,1,0,0
tonyli0000,4173,0,1634,472,850,312
orthogonal1,3675,218,1682,408,932,342
mojiexiong,1494129,0,94,53,40,1
DipakDeshmukh2,547071,0,252,62,155,35
alzeebum,5000001,0,6,1,4,1
cheol,12341,125,1249,170,720,359
mayur0055,270263,1,401,162,210,29
apte11,5000001,0,1,1,0,0
Murrk,5000001,0,0,0,0,0
Toptodown_Dp,40825,16,885,202,536,147
jmathews,5000001,0,0,0,0,0
tfliao,80976,7,693,204,355,134
mosa23,2488973,0,45,12,26,7
SaveVMK,4921,3,1572,391,814,367
AntonRaichuk,38779,0,900,212,435,253
lucasschnee2,1455896,0,98,24,46,28
goodstudyqaq,737697,0,198,30,97,71
panvith,1336994,0,108,51,52,5
gct,5000001,0,2,0,1,1
hcseo,77187,10,711,58,148,505
jojem,5000001,0,2,1,0,1
alexbardas,1151,5,2244,639,1224,381
4bP7qaO8Qi,1713849,0,79,24,38,17
zacharychao,1265331,0,115,32,53,30
user4802oO,907917,0,163,70,89,4
wataru,4657,14,1592,338,816,438
Wibo,283616,0,390,65,158,167
ADJA,286630,261,387,113,209,65
user6921l,3126738,0,30,27,2,1
indamail88,5000001,0,1,1,0,0
aceqi,5000001,0,0,0,0,0
vince1114,3817237,0,20,13,5,2
nimish7866,365354,0,334,72,201,61
CLOUD9SKY,5000001,0,0,0,0,0
Aman_j1,1417,173,2131,468,1122,541
puspendra_09,11968,14,1260,374,689,197
vilmos_prokaj,245,56,3020,798,1553,669
smax,144621,10,550,142,293,115
agarwal_keshav,10443,40,1304,336,725,243
antarestrue,2024,425,1951,538,1086,327
jtrh,19705,20,1101,275,614,212
canhnam357,717,0,2508,759,1390,359
nishitsharma0,131467,2,574,138,318,118
pein531,699,39,2517,597,1312,608
uwu,125345,1,586,155,294,137
akashshar-ma,5000001,0,0,0,0,0
kaikaikaikaikai,151902,0,538,148,286,104
Shoom,6749,5,1456,436,796,224
WellingtonDias,4356784,0,15,15,0,0
lan190202,5000001,0,6,5,1,0
usaya,1372142,0,105,22,59,24
LeetCoach,6491,14,1471,382,800,289
Dare_Nuges,5000001,0,3,3,0,0
tonyli00000,173168,0,506,140,270,96
ahmedsobhygawesh,5000001,0,0,0,0,0
awice,134,11838,3214,792,1668,754
glassbead03,5000001,0,0,0,0,0
rh137,2485,788,1850,464,1020,366
_merlin_,39497,1,888,232,507,149
never_seen,2142648,0,57,13,29,15
yuxinjin,5000001,0,0,0,0,0
gkevin,8340,2,1381,374,746,261
user0914Mk,5000001,0,8,0,6,2
369488685,5000001,0,3,2,0,1
richenyunqi,49661,393,830,262,463,105
phungtienminh,2910,5,1775,509,929,337
Another_Day,5000001,0,0,0,0,0
likeadityakumar,103901,15,634,163,374,97
borat89,2939717,0,34,8,17,9
MainFrameKuznetSov,26596,220,1011,243,570,198
vigneshcoder05,1310,1041,2177,593,1140,444
green_pig,382863,0,324,87,162,75
vassu118,3355,3,1715,529,868,318
code_nik,2206017,0,54,42,12,0
purushottamjha447,3352,20,1715,565,920,230
hulot-bak,1069073,0,139,30,75,34
haley19940125,1911763,0,67,31,35,1
kaname_asuka,2393,2,1868,619,974,275
shyamjha12,5000001,0,1,1,0,0
user3068e,5000001,0,0,0,0,0
junbinliang,647001,8,221,43,122,56
hahahalou,5000001,0,0,0,0,0
7Yd1AvxXMh,3167804,22,30,4,17,9
sanskar20khare,5000001,0,0,0,0,0
dingzi,5000001,0,0,0,0,0
mano1381997,635015,0,224,70,140,14
pepsinogenz,5000001,0,1,1,0,0
friedall,498164,0,270,74,133,63
hunt67241,5000001,0,1,0,0,1
yangwill,3723849,0,21,11,8,2
hsiyun,5000001,0,1,1,0,0
jackky,5000001,0,4,2,2,0
jasonlaw-dev,53253,2,811,143,499,169
gxtchenry,4538,0,1602,312,933,357
hope_ma,56,63,3654,898,1897,859
arjun791,5000001,0,0,0,0,0
funsquared,1145736,0,129,32,66,31
is2ac,150579,2,540,173,276,91
gdkat,1244029,0,117,62,52,3
tinnywt,4218951,0,16,10,6,0
jiajun_mei,5000001,0,0,0,0,0
hxu10,49,4200,3687,898,1935,854
theone7,5000001,0,0,0,0,0
rvrty5,3545190,0,24,5,8,11
samudrejanhavi26,5000001,0,2,2,0,0
astour44,5000001,0,0,0,0,0
ericzhang98,122410,0,592,142,329,121
user7770A,5000001,0,0,0,0,0
Indomitus,8641,35,1370,415,783,172
zjjzjw,5000001,0,0,0,0,0
istiak227,5000001,0,0,0,0,0
lukewu28,308123,132,371,116,180,75
mymelochan,575340,1,242,39,82,121
linyz1880,2961481,0,33,19,14,0
pseudouser,1235997,2,118,31,60,27
ferrarima,49110,3,833,201,457,175
deepak022,45361,35,855,235,464,156
idulocub,5000001,0,0,0,0,0
R3mix,2253,0,1900,508,998,394
JeffreyLC,2098,13,1934,490,1045,399
pmaniar,1627278,0,84,35,44,5
sumon_1212,638202,0,223,52,113,58
medmdg,283866,0,390,230,112,48
MdAbedin,3807,19,1667,506,895,266
shuba400,100255,0,644,143,324,177
hanshaohey,2515455,0,44,13,24,7
cai_lw,3014,58,1756,439,925,392
spencerpugh,3297738,0,27,10,17,0
AnujJadhav,6791,389,1454,330,806,318
RadianceSheep,62892,0,765,192,413,160
0o0lilwvw,257349,-2,412,76,247,89
dposavljak,1365059,0,105,43,61,1
asiad,148303,2,544,148,286,110
wery0,39229,66,896,242,434,220
igzatino,3457063,0,25,7,13,5
mos_dev,5000001,0,3,1,2,0
greyanubis,5000001,0,0,0,0,0
skywalkert,47,8,3687,903,1914,870
pat1115,5000001,0,0,0,0,0
q8skkOOXdx,2031950,0,62,12,30,20
shubham_1516410268,3840415,0,20,14,6,0
Sd-Invol,253452,0,415,102,228,85
nguyenquocthao00,1443,107,2121,485,1127,509
wangyisong,1993468,0,63,13,34,16
face4,883696,0,167,51,85,31
zhantons,202471,0,468,113,259,96
anh_tai,4043,4,1645,413,854,378
mamil92,5000001,0,1,1,0,0
twsleung,4426,0,1611,448,908,255
Dear_starboy,5000001,0,0,0,0,0
robezh765,2661694,0,40,5,17,18
daniel25,3721306,0,21,15,6,0
jt3698,9907,56,1322,354,733,235
subham4off,1261534,0,116,29,54,33
dingding1129,91873,0,665,138,341,186
omhari,2652,42,1820,451,1002,367
luxcaelestis,5683,4,1518,411,800,307
walkers7,5000001,0,0,0,0,0
chalowis,5000001,0,0,0,0,0
arayi,111313,29,617,185,341,91
manardamani,5000001,0,0,0,0,0
St3ph3n92,5000001,0,0,0,0,0
Ivan_len,125539,3,586,152,318,116
PankajGhodla,2055,0,1944,531,1067,346
mangoqwqfanclub,3345389,0,27,7,13,7
scanhex,404767,0,312,79,146,87
titana,41725,0,879,293,459,127
sevenkplus,1872564,0,69,15,37,17
zzzing,5000001,0,4,3,1,0
markxyb,58423,13,785,219,398,168
zhangsw1412,376466,0,327,143,179,5
ntp915619,3566418,0,23,16,7,0
nhan43,139025,2,560,168,308,84
beet,328999,153,356,96,189,71
wingflier,4107463,0,17,16,0,1
rastsislau,47552,0,842,206,461,175
ohwell888888888888888888888888,8862,142,1360,262,753,345
tanriol,121668,31,594,151,340,103
Lakshaysk,24097,124,1040,178,526,336
zhongzh13,19972,29,1096,204,608,284
z1bbo,1634,9,2053,678,1034,341
dartvolley,834656,40,177,46,95,36
physics0523,414443,1,307,74,155,78
SabineRounds,5000001,0,0,0,0,0
shogunpang,1602445,0,86,11,42,33
hehaodele,292829,0,382,93,197,92
inversionpeter,1061,32,2286,662,1185,439
zsq007,48,412,3694,871,1950,873
BrehamPie,41750,431,878,487,325,66
nicholask_17,48831,0,835,246,456,133
lachy_136,5000001,0,4,1,3,0
pahari,5000001,0,0,0,0,0
taran_1407,39105,10,893,204,506,183
fluffyunicorn1125,11321,133,1278,353,698,227
MurmurZhao,3726315,0,21,17,3,1
hamlet_fiis,58892,1028,783,219,414,150
ElliottFaa,54328,2,806,152,445,209
samueljin,5000001,0,1,1,0,0
homedir,580178,0,241,56,131,54
push_xor_fold,3855,0,1663,345,811,507
Airbenderboy11,5000001,0,2,2,0,0
underflow_,749106,0,195,58,107,30
pikachu101,1338998,0,108,27,53,28
torobrav0,3992599,0,19,2,11,6
pandix73,31929,0,956,243,496,217
sqqqqqq,5000001,0,9,2,6,1
keenantholloway,5000001,0,0,0,0,0
txingml,2819,0,1788,455,941,392
wisest,3299,109,1721,431,889,401
